drugbank_id	group	drugbank-id	id	name	organism	known_action	position	resource	uniprot_ids
DB01079	approved	DB01079	BE0000084	5-hydroxytryptamine receptor 4	Humans	yes	NA	UniProtKB	Q13639
DB01080	approved	DB01080	BE0000253	4-aminobutyrate aminotransferase, mitochondrial	Humans	yes	1	UniProtKB	P80404
DB01081	approved	DB01081	BE0000770	Mu-type opioid receptor	Humans	yes	NA	UniProtKB	P35372
DB01083	approved	DB01083	BE0003620	Gastric triacylglycerol lipase	Humans	yes	2	UniProtKB	P07098
DB01083	approved	DB01083	BE0000683	Pancreatic triacylglycerol lipase	Humans	yes	1	UniProtKB	P16233
DB01083	approved	DB01083	BE0000959	Fatty acid synthase	Humans	yes	3	UniProtKB	P49327
DB01084	approved	DB01084	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB01085	approved	DB01085	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	2	UniProtKB	P11229
DB01085	approved	DB01085	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	3	UniProtKB	P08172
DB01085	approved	DB01085	BE0000045	Muscarinic acetylcholine receptor M3	Humans	yes	1	UniProtKB	P20309
DB01086	approved	DB01086	BE0000177	Sodium channel protein type 10 subunit alpha	Humans	yes	NA	UniProtKB	Q9Y5Y9
DB01088	approved	DB01088	BE0000064	Prostaglandin E2 receptor EP1 subtype	Humans	yes	2	UniProtKB	P34995
DB01088	approved	DB01088	BE0000475	Prostacyclin receptor	Humans	yes	1	UniProtKB	P43119
DB01089	approved	DB01089	BE0000118	Synaptic vesicular amine transporter	Humans	yes	1	UniProtKB	Q05940
DB01090	approved	DB01090	BE0003585	Neuronal acetylcholine receptor subunit alpha-3	Humans	yes	1	UniProtKB	P32297
DB01090	approved	DB01090	BE0000411	Neuronal acetylcholine receptor subunit alpha-10	Humans	yes	NA	UniProtKB	Q9GZZ6
DB01090	approved	DB01090	BE0003584	Neuronal acetylcholine receptor subunit beta-4	Humans	yes	2	UniProtKB	P30926
DB01091	approved	DB01091	BE0000577	Squalene monooxygenase	Humans	yes	NA	UniProtKB	Q14534
DB01092	approved	DB01092	BE0000732	Sodium/potassium-transporting ATPase subunit alpha-1	Humans	yes	NA	UniProtKB	P05023
DB01095	approved	DB01095	BE0000574	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Humans	yes	NA	UniProtKB	P04035
DB01097	approved	DB01097	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Humans	yes	NA	UniProtKB	Q02127
DB01098	approved	DB01098	BE0000574	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Humans	yes	1	UniProtKB	P04035
DB01100	approved	DB01100	BE0000090	Potassium voltage-gated channel subfamily H member 2	Humans	yes	3	UniProtKB	Q12809
DB01100	approved	DB01100	BE0000581	Dopamine D3 receptor	Humans	yes	2	UniProtKB	P35462
DB01100	approved	DB01100	BE0000756	Dopamine D2 receptor	Humans	yes	1	UniProtKB	P14416
DB01101	approved	DB01101	BE0000324	Thymidylate synthase	Humans	yes	NA	UniProtKB	P04818
DB01102	approved	DB01102	BE0000172	Beta-1 adrenergic receptor	Humans	yes	NA	UniProtKB	P08588
DB01104	approved	DB01104	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	1	UniProtKB	P31645
DB01105	approved	DB01105	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	NA	UniProtKB	P23975
DB01105	approved	DB01105	BE0000647	Sodium-dependent dopamine transporter	Humans	yes	1	UniProtKB	Q01959
DB01105	approved	DB01105	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	NA	UniProtKB	P31645
DB01106	approved	DB01106	BE0000464	Neurotensin receptor type 2	Humans	yes	2	UniProtKB	O95665
DB01106	approved	DB01106	BE0000442	Histamine H1 receptor	Humans	yes	1	UniProtKB	P35367
DB01107	approved	DB01107	BE0004797	GABA(A) Receptor	Humans	yes	1	UniProtKB	P14867
DB01107	approved	DB01107	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	NA	UniProtKB	P14867
DB01108	approved	DB01108	BE0000123	Estrogen receptor alpha	Humans	yes	3	UniProtKB	P03372
DB01108	approved	DB01108	BE0000792	Estrogen receptor beta	Humans	yes	4	UniProtKB	Q92731
DB01108	approved	DB01108	BE0000059	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2	Humans	yes	2	UniProtKB	P26439
DB01108	approved	DB01108	BE0000051	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1	Humans	yes	1	UniProtKB	P14060
DB01109	approved	DB01109	BE0000280	Antithrombin-III	Humans	yes	1	UniProtKB	P01008
DB01109	approved	DB01109	BE0000216	Coagulation factor X	Humans	yes	2	UniProtKB	P00742
DB01113	approved	DB01113	BE0000487	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Humans	yes	NA	UniProtKB	Q07343
DB01114	approved	DB01114	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB01115	approved	DB01115	BE0000430	Voltage-dependent L-type calcium channel subunit alpha-1C	Humans	yes	1	UniProtKB	Q13936
DB01115	approved	DB01115	BE0002354	Voltage-dependent L-type calcium channel subunit beta-2	Humans	yes	6	UniProtKB	Q08289
DB01115	approved	DB01115	BE0002359	Voltage-dependent L-type calcium channel subunit alpha-1D	Humans	yes	4	UniProtKB	Q01668
DB01116	approved	DB01116	BE0000411	Neuronal acetylcholine receptor subunit alpha-10	Humans	yes	NA	UniProtKB	Q9GZZ6
DB01118	approved	DB01118	BE0009629	HERG human cardiac K+ channel	Humans	yes	1	UniProtKB	Q12809
DB01118	approved	DB01118	BE0004872	Beta adrenergic receptor	Humans	yes	2	UniProtKB	P08588
DB01119	approved	DB01119	BE0000708	ATP-sensitive inward rectifier potassium channel 11	Humans	yes	1	UniProtKB	Q14654
DB01119	approved	DB01119	BE0000267	Carbonic anhydrase 1	Humans	yes	2	UniProtKB	P00915
DB01119	approved	DB01119	BE0000322	Carbonic anhydrase 2	Humans	yes	3	UniProtKB	P00918
DB01120	approved	DB01120	BE0000207	ATP-binding cassette sub-family C member 8	Humans	yes	1	UniProtKB	Q09428
DB01121	approved	DB01121	BE0000141	Sodium channel protein type 1 subunit alpha	Humans	yes	NA	UniProtKB	P35498
DB01122	approved	DB01122	BE0000426	Acetylcholinesterase	Humans	yes	NA	UniProtKB	P22303
DB01124	approved	DB01124	BE0000207	ATP-binding cassette sub-family C member 8	Humans	yes	1	UniProtKB	Q09428
DB01125	approved	DB01125	BE0000403	Vitamin K-dependent gamma-carboxylase	Humans	yes	NA	UniProtKB	P38435
DB01126	approved	DB01126	BE0000539	3-oxo-5-alpha-steroid 4-dehydrogenase 1	Humans	yes	NA	UniProtKB	P18405
DB01126	approved	DB01126	BE0000585	3-oxo-5-alpha-steroid 4-dehydrogenase 2	Humans	yes	NA	UniProtKB	P31213
DB01128	approved	DB01128	BE0000132	Androgen receptor	Humans	yes	1	UniProtKB	P10275
DB01129	approved	DB01129	BE0000349	Potassium-transporting ATPase alpha chain 1	Humans	yes	NA	UniProtKB	P20648
DB01130	approved	DB01130	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB01131	approved	DB01131	BE0000330	Dihydrofolate reductase	Humans	yes	NA	UniProtKB	P00374
DB01132	approved	DB01132	BE0000215	Peroxisome proliferator-activated receptor gamma	Humans	yes	NA	UniProtKB	P37231
DB01135	approved	DB01135	BE0000738	Neuronal acetylcholine receptor subunit alpha-2	Humans	yes	1	UniProtKB	Q15822
DB01136	approved	DB01136	BE0004863	Alpha-1 adrenergic receptors	Humans	yes	28	UniProtKB	P35348
DB01136	approved	DB01136	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	2	UniProtKB	P35348
DB01136	approved	DB01136	BE0000172	Beta-1 adrenergic receptor	Humans	yes	1	UniProtKB	P08588
DB01138	approved	DB01138	BE0001069	Canalicular multispecific organic anion transporter 1	Humans	yes	NA	UniProtKB	Q92887
DB01138	approved	DB01138	BE0000785	Multidrug resistance-associated protein 1	Humans	yes	NA	UniProtKB	P33527
DB01138	approved	DB01138	BE0004782	Solute carrier family 22 member 12	Humans	yes	12	UniProtKB	Q96S37
DB01142	approved	DB01142	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	4	UniProtKB	P31645
DB01142	approved	DB01142	BE0000442	Histamine H1 receptor	Humans	yes	1	UniProtKB	P35367
DB01142	approved	DB01142	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	3	UniProtKB	P23975
DB01142	approved	DB01142	BE0000112	Histamine H2 receptor	Humans	yes	2	UniProtKB	P25021
DB01143	approved	DB01143	BE0000896	Alkaline phosphatase, placental-like	Humans	yes	NA	UniProtKB	P10696
DB01144	approved	DB01144	BE0003629	Carbonic anhydrase 7	Humans	yes	3	UniProtKB	P43166
DB01144	approved	DB01144	BE0000322	Carbonic anhydrase 2	Humans	yes	1	UniProtKB	P00918
DB01144	approved	DB01144	BE0000535	Carbonic anhydrase 4	Humans	yes	2	UniProtKB	P22748
DB01144	approved	DB01144	BE0000267	Carbonic anhydrase 1	Humans	yes	1	UniProtKB	P00915
DB01146	approved	DB01146	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB01148	approved	DB01148	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	NA	UniProtKB	P11229
DB01148	approved	DB01148	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	NA	UniProtKB	P08172
DB01149	approved	DB01149	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	3	UniProtKB	P31645
DB01149	approved	DB01149	BE0000533	5-hydroxytryptamine receptor 2C	Humans	yes	2	UniProtKB	P28335
DB01149	approved	DB01149	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	1	UniProtKB	P28223
DB01149	approved	DB01149	BE0000291	5-hydroxytryptamine receptor 1A	Humans	yes	4	UniProtKB	P08908
DB01149	approved	DB01149	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	5	UniProtKB	P23975
DB01151	approved	DB01151	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	2	UniProtKB	P31645
DB01151	approved	DB01151	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	1	UniProtKB	P23975
DB01151	approved	DB01151	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	2	UniProtKB	P28223
DB01154	approved	DB01154	BE0000708	ATP-sensitive inward rectifier potassium channel 11	Humans	yes	2	UniProtKB	Q14654
DB01154	approved	DB01154	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	NA	UniProtKB	P14867
DB01154	approved	DB01154	BE0002441	ATP-sensitive inward rectifier potassium channel 8	Humans	yes	1	UniProtKB	Q15842
DB01156	approved	DB01156	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	2	UniProtKB	P23975
DB01156	approved	DB01156	BE0000647	Sodium-dependent dopamine transporter	Humans	yes	1	UniProtKB	Q01959
DB01157	approved	DB01157	BE0000330	Dihydrofolate reductase	Humans	yes	NA	UniProtKB	P00374
DB01158	approved	DB01158	BE0000732	Sodium/potassium-transporting ATPase subunit alpha-1	Humans	yes	NA	UniProtKB	P05023
DB01159	approved	DB01159	BE0009972	Plasma membrane calcium-transporting ATPase	Humans	yes	20	UniProtKB	P20020
DB01159	approved	DB01159	BE0003583	Potassium channel subfamily K member 9	Humans	yes	2	UniProtKB	Q9NPC2
DB01159	approved	DB01159	BE0004797	GABA(A) Receptor	Humans	yes	19	UniProtKB	P14867
DB01159	approved	DB01159	BE0003582	Potassium channel subfamily K member 3	Humans	yes	1	UniProtKB	O14649
DB01160	approved	DB01160	BE0000610	Prostaglandin F2-alpha receptor	Humans	yes	1	UniProtKB	P43088
DB01161	approved	DB01161	BE0000177	Sodium channel protein type 10 subunit alpha	Humans	yes	1	UniProtKB	Q9Y5Y9
DB01162	approved	DB01162	BE0000715	Alpha-1D adrenergic receptor	Humans	yes	3	UniProtKB	P25100
DB01162	approved	DB01162	BE0000984	Transforming growth factor beta-1	Humans	yes	8	UniProtKB	P01137
DB01162	approved	DB01162	BE0000575	Alpha-1B adrenergic receptor	Humans	yes	2	UniProtKB	P35368
DB01162	approved	DB01162	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	1	UniProtKB	P35348
DB01166	approved	DB01166	BE0000436	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	Humans	yes	NA	UniProtKB	Q14432
DB01167	approved	DB01167	BE0000875	Lanosterol 14-alpha demethylase	Humans	yes	NA	UniProtKB	Q16850
DB01168	approved	DB01168	BE0004909	Monoamine oxidase	Humans	yes	1	UniProtKB	P21397
DB01169	approved	DB01169	BE0001062	Mitogen-activated protein kinase 3	Humans	yes	5	UniProtKB	P27361
DB01169	approved	DB01169	BE0001040	Transcription factor AP-1	Humans	yes	3	UniProtKB	P05412
DB01169	approved	DB01169	BE0001979	Thioredoxin reductase 1, cytoplasmic	Humans	yes	2	UniProtKB	Q16881
DB01169	approved	DB01169	BE0001154	Inhibitor of nuclear factor kappa-B kinase subunit beta	Humans	yes	1	UniProtKB	O14920
DB01169	approved	DB01169	BE0001027	G1/S-specific cyclin-D1	Humans	yes	4	UniProtKB	P24385
DB01169	approved	DB01169	BE0000923	Mitogen-activated protein kinase 1	Humans	yes	6	UniProtKB	P28482
DB01170	approved	DB01170	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	NA	UniProtKB	P23975
DB01171	approved	DB01171	BE0002198	Amine oxidase [flavin-containing] A	Humans	yes	NA	UniProtKB	P21397
DB01173	approved	DB01173	BE0000396	Glutamate receptor ionotropic, NMDA 2D	Humans	yes	1	UniProtKB	O15399
DB01173	approved	DB01173	BE0000442	Histamine H1 receptor	Humans	yes	5	UniProtKB	P35367
DB01173	approved	DB01173	BE0000365	Glutamate receptor ionotropic, NMDA 1	Humans	yes	2	UniProtKB	Q05586
DB01173	approved	DB01173	BE0000641	Glutamate receptor ionotropic, NMDA 3A	Humans	yes	4	UniProtKB	Q8TCU5
DB01173	approved	DB01173	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	6	UniProtKB	P23975
DB01173	approved	DB01173	BE0000534	Glutamate receptor ionotropic, NMDA 3B	Humans	yes	3	UniProtKB	O60391
DB01174	approved	DB01174	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	NA	UniProtKB	P14867
DB01175	approved	DB01175	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	1	UniProtKB	P31645
DB01176	approved	DB01176	BE0000442	Histamine H1 receptor	Humans	yes	1	UniProtKB	P35367
DB01177	approved	DB01177	BE0000742	DNA topoisomerase 2-alpha	Humans	yes	2	UniProtKB	P11388
DB01178	approved	DB01178	BE0000736	Translocator protein	Humans	yes	NA	UniProtKB	P30536
DB01179	approved	DB01179	BE0001391	Tubulin alpha-4A chain	Humans	yes	1	UniProtKB	P68366
DB01179	approved	DB01179	BE0000742	DNA topoisomerase 2-alpha	Humans	yes	NA	UniProtKB	P11388
DB01179	approved	DB01179	BE0000143	Tubulin beta chain	Humans	yes	2	UniProtKB	P07437
DB01180	approved	DB01180	BE0000221	Angiotensin-converting enzyme	Humans	yes	NA	UniProtKB	P12821
DB01182	approved	DB01182	BE0000090	Potassium voltage-gated channel subfamily H member 2	Humans	yes	2	UniProtKB	Q12809
DB01182	approved	DB01182	BE0000197	Sodium channel protein type 5 subunit alpha	Humans	yes	1	UniProtKB	Q14524
DB01183	approved	DB01183	BE0000420	Delta-type opioid receptor	Humans	yes	2	UniProtKB	P41143
DB01183	approved	DB01183	BE0000632	Kappa-type opioid receptor	Humans	yes	3	UniProtKB	P41145
DB01183	approved	DB01183	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB01184	approved	DB01184	BE0000581	Dopamine D3 receptor	Humans	yes	6	UniProtKB	P35462
DB01184	approved	DB01184	BE0000756	Dopamine D2 receptor	Humans	yes	NA	UniProtKB	P14416
DB01185	approved	DB01185	BE0000123	Estrogen receptor alpha	Humans	yes	2	UniProtKB	P03372
DB01185	approved	DB01185	BE0000132	Androgen receptor	Humans	yes	1	UniProtKB	P10275
DB01186	approved	DB01186	BE0000145	Dopamine D5 receptor	Humans	yes	8	UniProtKB	P21918
DB01186	approved	DB01186	BE0000020	Dopamine D1 receptor	Humans	yes	9	UniProtKB	P21728
DB01186	approved	DB01186	BE0000581	Dopamine D3 receptor	Humans	yes	2	UniProtKB	P35462
DB01186	approved	DB01186	BE0000756	Dopamine D2 receptor	Humans	yes	1	UniProtKB	P14416
DB01186	approved	DB01186	BE0000389	Dopamine D4 receptor	Humans	yes	2	UniProtKB	P21917
DB01188	approved	DB01188	BE0000732	Sodium/potassium-transporting ATPase subunit alpha-1	Humans	yes	1	UniProtKB	P05023
DB01189	approved	DB01189	BE0000781	Potassium voltage-gated channel subfamily A member 1	Humans	yes	4	UniProtKB	Q09470
DB01189	approved	DB01189	BE0000503	NADH-ubiquinone oxidoreductase chain 1	Humans	yes	6	UniProtKB	P03886
DB01189	approved	DB01189	BE0004797	GABA(A) Receptor	Humans	yes	1	UniProtKB	P14867
DB01189	approved	DB01189	BE0010002	Calcium transporting ATPases	Humans	yes	7	UniProtKB	P98194
DB01189	approved	DB01189	BE0000640	Glutamate receptor 1	Humans	yes	3	UniProtKB	P42261
DB01189	approved	DB01189	BE0000433	Glycine receptor subunit alpha-1	Humans	yes	2	UniProtKB	P23415
DB01191	approved	DB01191	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	1	UniProtKB	P31645
DB01192	approved	DB01192	BE0000770	Mu-type opioid receptor	Humans	yes	NA	UniProtKB	P35372
DB01193	approved	DB01193	BE0000172	Beta-1 adrenergic receptor	Humans	yes	NA	UniProtKB	P08588
DB01194	approved	DB01194	BE0000322	Carbonic anhydrase 2	Humans	yes	1	UniProtKB	P00918
DB01195	approved	DB01195	BE0000197	Sodium channel protein type 5 subunit alpha	Humans	yes	NA	UniProtKB	Q14524
DB01195	approved	DB01195	BE0002083	Sodium channel protein type 4 subunit alpha	Humans	yes	3	UniProtKB	P35499
DB01196	approved	DB01196	BE0000792	Estrogen receptor beta	Humans	yes	NA	UniProtKB	Q92731
DB01196	approved	DB01196	BE0001100	Microtubule-associated protein 2	Humans	yes	NA	UniProtKB	P11137
DB01196	approved	DB01196	BE0001169	Microtubule-associated protein 1A	Humans	yes	NA	UniProtKB	P78559
DB01196	approved	DB01196	BE0000123	Estrogen receptor alpha	Humans	yes	NA	UniProtKB	P03372
DB01197	approved	DB01197	BE0000221	Angiotensin-converting enzyme	Humans	yes	1	UniProtKB	P12821
DB01198	approved	DB01198	BE0000523	Gamma-aminobutyric acid receptor subunit alpha-3	Humans	yes	3	UniProtKB	P34903
DB01198	approved	DB01198	BE0000471	Gamma-aminobutyric acid receptor subunit alpha-5	Humans	yes	4	UniProtKB	P31644
DB01198	approved	DB01198	BE0000381	Gamma-aminobutyric acid receptor subunit alpha-2	Humans	yes	2	UniProtKB	P47869
DB01198	approved	DB01198	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	1	UniProtKB	P14867
DB01199	approved	DB01199	BE0000738	Neuronal acetylcholine receptor subunit alpha-2	Humans	yes	1	UniProtKB	Q15822
DB01199	approved	DB01199	BE0000311	5-hydroxytryptamine receptor 3A	Humans	yes	2	UniProtKB	P46098
DB01200	approved	DB01200	BE0000581	Dopamine D3 receptor	Humans	yes	2	UniProtKB	P35462
DB01200	approved	DB01200	BE0000756	Dopamine D2 receptor	Humans	yes	1	UniProtKB	P14416
DB01202	approved	DB01202	BE0000993	Synaptic vesicle glycoprotein 2A	Humans	yes	NA	UniProtKB	Q7L0J3
DB01202	approved	DB01202	BE0002226	Voltage-dependent N-type calcium channel subunit alpha-1B	Humans	yes	2	UniProtKB	Q00975
DB01203	approved	DB01203	BE0000172	Beta-1 adrenergic receptor	Humans	yes	1	UniProtKB	P08588
DB01204	approved	DB01204	BE0000742	DNA topoisomerase 2-alpha	Humans	yes	2	UniProtKB	P11388
DB01205	approved	DB01205	BE0003592	Gamma-aminobutyric acid receptor subunit gamma-2	Humans	yes	2	UniProtKB	P18507
DB01205	approved	DB01205	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	NA	UniProtKB	P14867
DB01205	approved	DB01205	BE0004797	GABA(A) Receptor	Humans	yes	4	UniProtKB	P14867
DB01205	approved	DB01205	BE0000471	Gamma-aminobutyric acid receptor subunit alpha-5	Humans	yes	3	UniProtKB	P31644
DB01208	approved	DB01208	BE0000742	DNA topoisomerase 2-alpha	Humans	yes	NA	UniProtKB	P11388
DB01209	approved	DB01209	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB01209	approved	DB01209	BE0000632	Kappa-type opioid receptor	Humans	yes	2	UniProtKB	P41145
DB01210	approved	DB01210	BE0000172	Beta-1 adrenergic receptor	Humans	yes	NA	UniProtKB	P08588
DB01210	approved	DB01210	BE0000694	Beta-2 adrenergic receptor	Humans	yes	NA	UniProtKB	P07550
DB01213	approved	DB01213	BE0000465	Alcohol dehydrogenase 1C	Humans	yes	3	UniProtKB	P00326
DB01213	approved	DB01213	BE0000400	Alcohol dehydrogenase 1B	Humans	yes	2	UniProtKB	P00325
DB01213	approved	DB01213	BE0000227	Alcohol dehydrogenase 1A	Humans	yes	1	UniProtKB	P07327
DB01213	approved	DB01213	BE0001207	Catalase	Humans	yes	4	UniProtKB	P04040
DB01214	approved	DB01214	BE0000694	Beta-2 adrenergic receptor	Humans	yes	NA	UniProtKB	P07550
DB01214	approved	DB01214	BE0000172	Beta-1 adrenergic receptor	Humans	yes	NA	UniProtKB	P08588
DB01215	approved	DB01215	BE0008668	GABA(A) Receptor Benzodiazepine Binding Site	Humans	yes	2	UniProtKB	P14867
DB01215	approved	DB01215	BE0004797	GABA(A) Receptor	Humans	yes	1	UniProtKB	P14867
DB01216	approved	DB01216	BE0000585	3-oxo-5-alpha-steroid 4-dehydrogenase 2	Humans	yes	1	UniProtKB	P31213
DB01217	approved	DB01217	BE0002090	Cytochrome P450 19A1	Humans	yes	NA	UniProtKB	P11511
DB01218	approved	DB01218	BE0000090	Potassium voltage-gated channel subfamily H member 2	Humans	yes	NA	UniProtKB	Q12809
DB01219	approved	DB01219	BE0000739	Ryanodine receptor 1	Humans	yes	NA	UniProtKB	P21817
DB01221	approved	DB01221	BE0000067	Nitric oxide synthase, brain	Humans	yes	16	UniProtKB	P29475
DB01221	approved	DB01221	BE0002180	Cholinesterase	Humans	yes	15	UniProtKB	P06276
DB01221	approved	DB01221	BE0000311	5-hydroxytryptamine receptor 3A	Humans	yes	13	UniProtKB	P46098
DB01221	approved	DB01221	BE0003438	Alpha-7 nicotinic cholinergic receptor subunit	Humans	yes	14	UniProtKB	Q693P7
DB01221	approved	DB01221	BE0000641	Glutamate receptor ionotropic, NMDA 3A	Humans	yes	1	UniProtKB	Q8TCU5
DB01222	approved	DB01222	BE0000794	Glucocorticoid receptor	Humans	yes	NA	UniProtKB	P04150
DB01223	approved	DB01223	BE0002366	Histone deacetylase 2	Humans	yes	6	UniProtKB	Q92769
DB01223	approved	DB01223	BE0000354	Adenosine receptor A3	Humans	yes	3	UniProtKB	P0DMS8
DB01223	approved	DB01223	BE0000436	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	Humans	yes	1	UniProtKB	Q14432
DB01223	approved	DB01223	BE0000013	Adenosine receptor A1	Humans	yes	2	UniProtKB	P30542
DB01224	approved	DB01224	BE0000756	Dopamine D2 receptor	Humans	yes	2	UniProtKB	P14416
DB01224	approved	DB01224	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	1	UniProtKB	P28223
DB01225	approved	DB01225	BE0000216	Coagulation factor X	Humans	yes	2	UniProtKB	P00742
DB01225	approved	DB01225	BE0000280	Antithrombin-III	Humans	yes	1	UniProtKB	P01008
DB01226	approved	DB01226	BE0000738	Neuronal acetylcholine receptor subunit alpha-2	Humans	yes	1	UniProtKB	Q15822
DB01227	approved	DB01227	BE0000770	Mu-type opioid receptor	Humans	yes	NA	UniProtKB	P35372
DB01228	approved	DB01228	BE0000197	Sodium channel protein type 5 subunit alpha	Humans	yes	NA	UniProtKB	Q14524
DB01229	approved	DB01229	BE0000026	Tubulin beta-1 chain	Humans	yes	2	UniProtKB	Q9H4B7
DB01229	approved	DB01229	BE0003475	Microtubule-associated protein 4	Humans	yes	9	UniProtKB	P27816
DB01229	approved	DB01229	BE0003474	Microtubule-associated protein tau	Humans	yes	11	UniProtKB	P10636
DB01229	approved	DB01229	BE0000246	Apoptosis regulator Bcl-2	Humans	yes	8	UniProtKB	P10415
DB01229	approved	DB01229	BE0001100	Microtubule-associated protein 2	Humans	yes	10	UniProtKB	P11137
DB01231	approved	DB01231	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	NA	UniProtKB	P08172
DB01231	approved	DB01231	BE0000045	Muscarinic acetylcholine receptor M3	Humans	yes	NA	UniProtKB	P20309
DB01231	approved	DB01231	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	NA	UniProtKB	P11229
DB01233	approved	DB01233	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	NA	UniProtKB	P11229
DB01233	approved	DB01233	BE0000311	5-hydroxytryptamine receptor 3A	Humans	yes	2	UniProtKB	P46098
DB01233	approved	DB01233	BE0000756	Dopamine D2 receptor	Humans	yes	NA	UniProtKB	P14416
DB01233	approved	DB01233	BE0000084	5-hydroxytryptamine receptor 4	Humans	yes	1	UniProtKB	Q13639
DB01234	approved	DB01234	BE0000794	Glucocorticoid receptor	Humans	yes	4	UniProtKB	P04150
DB01235	approved	DB01235	BE0000581	Dopamine D3 receptor	Humans	yes	4	UniProtKB	P35462
DB01235	approved	DB01235	BE0000020	Dopamine D1 receptor	Humans	yes	1	UniProtKB	P21728
DB01235	approved	DB01235	BE0000389	Dopamine D4 receptor	Humans	yes	5	UniProtKB	P21917
DB01235	approved	DB01235	BE0000145	Dopamine D5 receptor	Humans	yes	2	UniProtKB	P21918
DB01235	approved	DB01235	BE0000756	Dopamine D2 receptor	Humans	yes	3	UniProtKB	P14416
DB01236	approved	DB01236	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	1	UniProtKB	P14867
DB01236	approved	DB01236	BE0004797	GABA(A) Receptor	Humans	yes	6	UniProtKB	P14867
DB01236	approved	DB01236	BE0000640	Glutamate receptor 1	Humans	yes	3	UniProtKB	P42261
DB01236	approved	DB01236	BE0000218	Calcium-transporting ATPase type 2C member 1	Humans	yes	4	UniProtKB	P98194
DB01236	approved	DB01236	BE0000433	Glycine receptor subunit alpha-1	Humans	yes	2	UniProtKB	P23415
DB01236	approved	DB01236	BE0009966	Mitochondrial potassium channel	Humans	yes	7	UniProtKB	Q96ER9
DB01237	approved	DB01237	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB01238	approved	DB01238	BE0000756	Dopamine D2 receptor	Humans	yes	2	UniProtKB	P14416
DB01238	approved	DB01238	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	3	UniProtKB	P28223
DB01239	approved	DB01239	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	4	UniProtKB	P28223
DB01239	approved	DB01239	BE0004862	Serotonin Receptors	Humans	yes	11	UniProtKB	P08908
DB01239	approved	DB01239	BE0000581	Dopamine D3 receptor	Humans	yes	3	UniProtKB	P35462
DB01239	approved	DB01239	BE0000020	Dopamine D1 receptor	Humans	yes	2	UniProtKB	P21728
DB01239	approved	DB01239	BE0000756	Dopamine D2 receptor	Humans	yes	1	UniProtKB	P14416
